id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
4903,-17658052,537902420,223907,2022,11,14,16,10,45
4904,-17658040,537902433,223754,2022,11,14,16,10,46
4905,-17658037,537902439,223687,2022,11,14,16,10,47
4906,-17658036,537902445,223650,2022,11,14,16,10,48
4907,-17658037,537902449,223557,2022,11,14,16,10,49
4908,-17658036,537902454,223439,2022,11,14,16,10,50
4909,-17658033,537902462,223293,2022,11,14,16,10,51
4910,-17658032,537902467,223207,2022,11,14,16,10,52
4911,-17658030,537902471,223120,2022,11,14,16,10,53
4912,-17658032,537902472,223076,2022,11,14,16,10,54
4913,-17658033,537902474,222999,2022,11,14,16,10,55
4914,-17658036,537902476,222961,2022,11,14,16,10,56
4915,-17658038,537902477,222944,2022,11,14,16,10,57
4916,-17658039,537902479,222889,2022,11,14,16,10,58
4917,-17658037,537902483,222794,2022,11,14,16,10,59
4918,-17658037,537902483,222747,2022,11,14,16,11,0
4919,-17658032,537902488,222615,2022,11,14,16,11,1
4920,-17658029,537902492,222513,2022,11,14,16,11,2
4921,-17658026,537902495,222430,2022,11,14,16,11,3
4922,-17658026,537902494,222404,2022,11,14,16,11,4
4923,-17658026,537902492,222391,2022,11,14,16,11,5
4924,-17658030,537902489,222396,2022,11,14,16,11,6
4925,-17658034,537902485,222409,2022,11,14,16,11,7
4926,-17658038,537902482,222401,2022,11,14,16,11,8
4927,-17658042,537902478,222379,2022,11,14,16,11,9
4928,-17658050,537902474,222394,2022,11,14,16,11,10
4929,-17658057,537902469,222421,2022,11,14,16,11,11
4930,-17658068,537902462,222469,2022,11,14,16,11,12
4931,-17658079,537902454,222486,2022,11,14,16,11,13
4932,-17658091,537902445,222526,2022,11,14,16,11,14
4933,-17658107,537902434,222581,2022,11,14,16,11,15
